review_id,app_name,category,wtp_signal_text,wtp_classification,associated_feature,market_region
dd340ba3-5833-4d07-95ca-b383e52c16d3,Astrotalk,astrology,scam,negative_wtp,,india
4a1bd7d7-12b6-429f-87b2-13750aee23cc,Astrotalk,astrology,scam,negative_wtp,,india
ed1cb5d6-2a72-44c1-b4c6-bf03f67e69a6,Astrotalk,astrology,loot,negative_wtp,,india
5532a352-7c16-438d-a8db-04fa5181b873,Astrotalk,astrology,scam,negative_wtp,,india
eaf651d9-f031-4264-becd-ba09469eaa85,Astrotalk,astrology,scam,negative_wtp,,india
84434439-4d2b-42dd-994f-ad42dbae40e2,Astrotalk,astrology,scam,negative_wtp,,india
e8326348-1d26-4d94-b0a2-edcf9740a98c,Astrotalk,astrology,scam,negative_wtp,,india
98bba3ad-ffd4-4731-9ee3-62f88f4bfc45,Astrotalk,astrology,scam,negative_wtp,,india
f963df47-4874-4b2a-b630-9fd9b17f28ea,Astrotalk,astrology,scam,negative_wtp,,india
5782cb9c-d733-47ff-b0c1-7d8e2c743cae,Astrotalk,astrology,waste of money,negative_wtp,,india
